system:index,area,bacia,classe,year,.geo
0,5580.173147684709,741,1,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,46611.058377371985,741,2,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,8155.365461312601,741,3,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
