system:index,area,bacia,classe,year,.geo
0,1119190.3944296103,755,1,2009,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,18867.20014030195,755,2,2009,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,169752.54844340257,755,3,2009,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
