system:index,area,bacia,classe,year,.geo
0,91794.5052557027,7617,1,2009,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,109913.21776915091,7617,2,2009,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,26793.944727741156,7617,3,2009,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
