system:index,area,bacia,classe,year,.geo
0,3208.146649649465,741,1,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,398.11412111931344,741,2,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,22.38883940242992,741,3,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
