system:index,area,bacia,classe,year,.geo
0,3332.2479087716874,752,1,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,6194.853958071788,752,2,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,13941.651526460379,752,3,1997,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
