system:index,area,bacia,classe,year,.geo
0,74579.38136924808,753,1,2021,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,229686.37758244105,753,2,2021,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,118945.28537494046,753,3,2021,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
