system:index,area,bacia,classe,year,.geo
0,58701.708811293225,756,1,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,7681.863679545506,756,2,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,2987.063004056735,756,3,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
