system:index,area,bacia,classe,year,.geo
0,446761.34757398185,741,1,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,58922.175105529794,741,2,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,47697.60488632586,741,3,1999,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
