system:index,area,bacia,classe,year,.geo
0,4316.425304794176,772,1,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,10051.341627563384,772,2,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,85519.90246329611,772,3,2005,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
