system:index,area,bacia,classe,year,.geo
0,1139524.1596549659,7615,1,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,35385.27899542029,7615,2,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,182683.15430867407,7615,3,2006,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
