system:index,area,bacia,classe,year,.geo
0,18788.823957431774,756,1,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,33571.829401981755,756,2,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,74796.56201505804,756,3,1995,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
