system:index,area,bacia,classe,year,.geo
0,569.7672539114437,7614,1,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,18231.261512389832,7614,2,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,10624.026478355421,7614,3,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
