system:index,area,bacia,classe,year,.geo
0,13728.634905129722,7614,1,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
1,49264.87191883611,7614,2,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
2,16228.46739813058,7614,3,1994,"{""type"":""Point"",""coordinates"":[0.0,0.0]}"
