system:index,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049eb_0,4,4,4,4,4,4,4,-41.45252745,-3.539449902,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.452444375345884,-3.539407135195121]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a04_0,4,4,4,4,4,4,4,-41.41695416,-3.476118674,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.41687109009475,-3.4760759076646948]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004847_0,4,18,18,18,18,18,18,-41.03130741,-3.867694307,642926.727352927,741,4,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.03122433862224,-3.8676515400123943]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000298b_0,15,15,15,15,15,15,15,-41.08817077,-3.879552068,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.088087696107,-3.8795093017627718]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003a68_0,4,15,15,15,15,15,15,-41.40186247,-3.414673909,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.40177939332154,-3.4146311422309195]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000045e1_0,15,15,15,15,15,15,15,-41.26199478,-4.148507664,376488.441665494,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.26191170358413,-4.148464897828156]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004698_0,15,15,15,15,15,15,15,-41.67486048,-4.415037809,376488.441665494,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.67477740816546,-4.414995042626419]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000476e_0,4,4,4,4,4,4,4,-41.56113377,-3.555080588,642926.727352927,741,4,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.56105069319593,-3.5550378211388005]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000047e1_0,15,15,15,15,15,15,15,-41.46061228,-3.994087267,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.460529212902955,-3.9940445004880107]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000047ee_0,15,15,15,15,15,15,15,-41.43258485,-3.575292682,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.43250177603843,-3.57524991503149]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049e1_0,15,15,15,15,15,4,4,-41.23423683,-3.518968313,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.23415376130484,-3.518925546717196]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000272b_0,10,10,10,10,10,10,10,-41.32451752,-4.252802069,376488.441665494,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.32443444735885,-4.252759302314433]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004912_0,3,3,3,3,3,3,3,-41.42908142,-3.879282574,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.42899834643036,-3.879239807177536]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000021ce_0,4,4,4,4,4,4,4,-41.26846265,-4.33634539,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.268379573629794,-4.336302623737549]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000254e_0,4,4,4,4,4,4,4,-41.18734478,-3.890331852,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.1872617034738,-3.8902890851722063]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002647_0,4,4,4,4,4,4,4,-41.29649008,-3.656141057,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.29640701049432,-3.656098290602247]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000273f_0,4,4,4,4,4,4,4,-41.03750579,-3.926983115,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.03742271408266,-3.9269403487642824]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000044c4_0,4,4,4,4,4,4,4,-41.27789496,-4.078708567,376488.441665494,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.27781188411305,-4.07866580025207]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000044ea_0,4,4,4,4,4,4,4,-41.38973521,-4.030469036,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.38965213698593,-4.030426269494852]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000044f3_0,4,4,4,4,4,4,4,-41.2207621,-4.202406581,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.220679032043044,-4.202363814875328]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000464d_0,4,4,4,4,4,4,4,-41.4298899,-4.308587448,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.42980683018607,-4.3085446814582555]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000046db_0,4,4,4,4,4,4,4,-41.17063611,-4.072779686,376488.441665494,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.17055303918917,-4.072736919376881]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000046e1_0,4,4,4,4,4,4,4,-41.23396734,-3.6739277,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.2338842667196,-3.6738849332278134]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000046fc_0,4,4,4,4,4,4,4,-41.06741968,-4.0671203,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.06733661304384,-4.067077533086928]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004704_0,4,4,4,4,4,4,4,-41.6290464,-4.292956762,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.62896332867537,-4.292913995514576]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000471d_0,4,4,4,4,4,4,4,-41.51855362,-4.000285643,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.518470548728665,-4.000242875948436]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000473b_0,4,4,4,4,4,4,4,-41.19219568,-3.594157303,642926.727352927,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.192112606008045,-3.594114535998]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000473f_0,4,4,4,4,4,4,4,-41.34742456,-3.810561455,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.3473414871039,-3.8105186879423925]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004777_0,4,4,4,4,4,4,4,-41.38057239,-3.866885823,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.38048932108791,-3.8668430562566867]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000047b6_0,4,4,4,4,4,4,4,-41.1412612,-3.967946292,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.14117812939847,-3.967903525720133]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004806_0,4,4,4,4,4,4,4,-41.21537221,-3.556428061,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.21528914033833,-3.55638529406498]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000483f_0,4,4,4,4,4,4,4,-41.28948322,-3.671771743,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.28940015127819,-3.6717289765459267]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000487a_0,4,4,4,4,4,4,4,-41.15877835,-3.631886545,642926.727352927,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.158695277438795,-3.6318437779310195]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000487d_0,4,4,4,4,4,4,4,-41.29190867,-3.523010732,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.29182560254531,-3.5229679654957335]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000487f_0,4,4,4,4,4,4,4,-41.52017059,-3.998129686,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.52008751624008,-3.998086919266549]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048a3_0,4,4,4,4,4,4,4,-41.25390994,-3.861495931,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.253826866027055,-3.8614531645519694]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048b8_0,4,15,15,4,4,4,4,-41.50400091,-3.557506039,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.50391784112593,-3.5574632724059234]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048bc_0,4,4,4,4,4,4,4,-41.19812456,-3.612482934,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.198041486883234,-3.612440167794038]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048c6_0,4,4,4,4,4,4,4,-41.18060741,-3.977378603,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.1805243388429,-3.977335836203388]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000048d0_0,4,4,4,4,4,4,4,-41.33933972,-3.708961996,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.33925664954682,-3.7089192293084747]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004900_0,4,4,4,4,4,4,4,-41.04505163,-3.827809108,642926.727352927,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.044968562469265,-3.8277663413974876]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004934_0,4,4,4,4,4,4,4,-41.17656499,-3.62164575,642926.727352927,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.17648192006436,-3.6216029836920574]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000493a_0,4,4,4,4,4,4,4,-41.25983882,-3.690636364,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.25975574690224,-3.6905935975124367]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000493e_0,4,4,4,4,4,4,4,-41.450102,-3.51115297,642926.727352927,741,4,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.45001892407876,-3.511110203745356]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000495c_0,4,4,4,4,4,4,4,-41.21375524,-3.683090516,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.21367217282691,-3.6830477491258327]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004967_0,4,4,4,4,4,4,4,-41.21052131,-3.769059288,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.210438237804084,-3.7690165218160705]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004973_0,4,4,4,4,4,4,4,-41.33907023,-3.850985642,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.338987154961586,-3.850942875727771]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000497c_0,4,4,4,4,4,4,4,-41.53984369,-3.545648277,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.5397606209623,-3.5456055106555455]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000498a_0,4,4,4,4,4,4,4,-41.68779622,-3.240580407,642926.727352927,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.68771314825678,-3.240537640168556]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049a3_0,4,4,4,4,4,4,4,-41.28166788,-3.763669397,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.28158480830635,-3.7636266301113537]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049a7_0,4,4,4,4,4,4,4,-41.47112257,-3.921323729,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.471039501727155,-3.9212809624743294]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049b8_0,4,4,4,4,4,4,4,-41.28597979,-3.53406001,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.28589672167012,-3.534017243490404]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049bf_0,4,4,4,4,4,4,4,-41.20513142,-3.607901526,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.20504834609937,-3.6078587598450285]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049c0_0,4,4,4,4,4,4,4,-41.33125488,-3.712195931,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.33117181198975,-3.712153164331305]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049cb_0,4,4,4,4,4,4,4,-41.31292925,-3.740492862,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.31284618019371,-3.74045009578107]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049d5_0,4,4,4,4,4,4,4,-41.40428792,-3.556158566,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.40420484458866,-3.556115799479744]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000049fa_0,4,4,4,4,4,4,4,-41.25364044,-3.894374271,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.25355737144182,-3.894331503950744]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a00_0,4,4,4,4,4,4,4,-41.39404712,-3.483934017,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.3939640503497,-3.4838912506365345]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a14_0,4,4,4,4,4,4,4,-41.29244766,-3.762860913,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.29236459171578,-3.762818146355646]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a19_0,4,4,4,4,4,4,4,-41.13533232,-3.869580769,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.13524924852328,-3.8695380021090453]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a1f_0,4,4,4,4,4,4,4,-41.23046391,-3.652098638,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.23038083711153,-3.652055871823709]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a22_0,4,4,4,4,4,4,4,-41.26037781,-3.741301346,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.260294736072716,-3.7412585795367774]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a35_0,4,4,4,4,4,4,4,-41.48648376,-3.432999541,642926.727352927,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.4864006930856,-3.4329567740269575]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a39_0,4,4,4,4,4,4,4,-41.49268214,-3.336250985,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.49259906854602,-3.336208217927285]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a3a_0,4,4,4,4,4,4,4,-41.17333106,-3.999477159,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.173247985041534,-3.999434392192728]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004a3f_0,4,4,4,4,4,4,4,-41.40913882,-3.717316328,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.409055747122906,-3.7172735614507864]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000001ffe_0,15,15,15,15,15,15,15,-41.40590488,-4.278404054,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.40582181210008,-4.27836128791184]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000287d_0,15,15,15,22,22,22,22,-40.97417456,-3.886019938,642926.727352927,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.97409148655223,-3.8859771718084324]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000002ac1_0,15,15,15,15,15,15,15,-41.57218304,-4.336614885,376488.441665494,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.5720999711906,-4.336572118322785]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000003a67_0,15,15,15,15,15,15,15,-41.32290055,-3.967946292,642926.727352927,741,4,4,4,4,4,4,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-41.32281747984744,-3.967903525720133]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004484_0,15,15,15,15,15,15,15,-40.93671481,-4.097034199,376488.441665494,741,3,3,3,3,3,3,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.93663173920445,-4.0969914320481085]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000004508_0,15,15,15,15,15,15,15,-40.87688701,-4.090566329,376488.441665494,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.87680394128209,-4.090523562002447]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000458b_0,15,15,18,18,18,18,18,-40.91138232,-4.053106581,376488.441665494,741,21,21,21,21,21,21,21,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.91129924819228,-4.053063814654664]}"
