system:index,area,class,territory,year,.geo
15_7_0,0.0017857496337890626,2,15,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_8_0,4892.806441271075,1,16,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_8_1,113912.35929026883,2,16,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_9_0,10564.868092958242,1,17,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_9_1,138309.1738394556,2,17,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_10_0,3525.44784855626,1,18,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_10_1,47228.319486302906,2,18,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_11_0,3213.932398449991,1,19,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_11_1,49151.051013084405,2,19,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_12_0,5339.61463407264,1,20,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_12_1,77260.93814993574,2,20,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_13_0,787.089742135135,1,21,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_13_1,12429.023871913041,2,21,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_14_0,728.5184553835413,1,22,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_14_1,11416.959848635293,2,22,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_15_0,17624.739417759174,1,23,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_15_1,333822.4544522026,2,23,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_16_0,1177.301335839295,1,24,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_16_1,31465.90783920553,2,24,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_7_0,0.0017857496337890626,2,15,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_8_0,4738.460903140645,1,16,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_8_1,114066.70482839852,2,16,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_9_0,10533.274240493416,1,17,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_9_1,138340.76769192077,2,17,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_10_0,3462.8661016047645,1,18,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_10_1,47290.90123325548,2,18,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_11_0,3191.8182153584867,1,19,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_11_1,49173.16519617528,2,19,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_12_0,5631.086740209189,1,20,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_12_1,76969.46604379959,2,20,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_13_0,808.8801916415954,1,21,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_13_1,12407.233422406935,2,21,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_14_0,682.6755213604093,1,22,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_14_1,11462.80278265867,2,22,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_15_0,17590.748991314056,1,23,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_15_1,333856.4448786485,2,23,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_16_0,1165.0613268889795,1,24,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_16_1,31478.147848155902,2,24,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_0,0.0017857496337890626,2,15,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_0,4793.483845242882,1,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_1,114011.68188629586,2,16,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_0,10613.524989460979,1,17,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_1,138260.516942953,2,17,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_10_0,3606.1135302895377,1,18,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_10_1,47147.65380457068,2,18,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_11_0,3232.1318234413075,1,19,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_11_1,49132.851588092846,2,19,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_12_0,5408.594662365745,1,20,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_12_1,77191.9581216425,2,20,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_13_0,737.7940400866066,1,21,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_13_1,12478.31957396138,2,21,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_14_0,583.0254063092622,1,22,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_14_1,11562.45289770983,2,22,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_15_0,17657.919972140873,1,23,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_15_1,333789.2738978207,2,23,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_16_0,1116.887274920045,1,24,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_16_1,31526.3219001251,2,24,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_7_0,0.0017857496337890626,2,15,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_0,5011.268987143079,1,16,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_8_1,113793.89674439606,2,16,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_0,10791.113162261317,1,17,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_9_1,138082.92877015227,2,17,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_10_0,3721.633148049888,1,18,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_10_1,47032.134186810734,2,18,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_11_0,3436.687775695745,1,19,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_11_1,48928.295635838345,2,19,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_12_0,5472.778848186168,1,20,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_12_1,77127.77393582255,2,20,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_13_0,697.4824089105854,1,21,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_13_1,12518.63120513717,2,21,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_14_0,572.1447666092507,1,22,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_14_1,11573.33353740933,2,22,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_15_0,16851.036739941417,1,23,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_15_1,334596.1571300186,2,23,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_16_0,1078.1091116496575,1,24,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_16_1,31565.100063395083,2,24,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_7_0,0.0017857496337890626,1,15,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_8_0,5105.717709455036,1,16,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_8_1,113699.44802208367,2,16,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_9_0,11216.45717672164,1,17,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_9_1,137657.58475569074,2,17,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_10_0,3664.940239660653,1,18,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_10_1,47088.82709519985,2,18,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_11_0,3376.816832454742,1,19,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_11_1,48988.166579078264,2,19,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_12_0,5447.722046227183,1,20,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_12_1,77152.830737781,2,20,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_13_0,769.1736279306648,1,21,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_13_1,12446.93998611767,2,21,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_14_0,609.2453526926236,1,22,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_14_1,11536.232951326156,2,22,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_15_0,17201.053859815413,1,23,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_15_1,334246.14001014567,2,23,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_16_0,1066.0335973093245,1,24,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_16_1,31577.17557773569,2,24,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_7_0,0.0017857496337890626,2,15,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_8_0,4989.372629266677,1,16,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_8_1,113815.79310227251,2,16,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_9_0,11079.856313943126,1,17,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_9_1,137794.1856184701,2,17,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_10_0,3633.711651433097,1,18,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_10_1,47120.055683426785,2,18,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_11_0,3371.1118432897115,1,19,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_11_1,48993.87156824456,2,19,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_12_0,5759.258824697525,1,20,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_12_1,76841.29395931092,2,20,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_13_0,782.6495461693725,1,21,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_13_1,12433.464067878782,2,21,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_14_0,570.1434521590564,1,22,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_14_1,11575.334851859712,2,22,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_15_0,17454.905968493375,1,23,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_15_1,333992.28790146514,2,23,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_16_0,1039.8150764732645,1,24,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_16_1,31603.394098571796,2,24,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_7_0,0.0017857496337890626,2,15,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_8_0,4827.430371005947,1,16,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_8_1,113977.73536053285,2,16,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_9_0,11132.096614027816,1,17,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_9_1,137741.94531838567,2,17,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_10_0,3617.236351500267,1,18,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_10_1,47136.53098335927,2,18,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_11_0,3208.7367195238353,1,19,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_11_1,49156.24669201002,2,19,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_12_0,5699.178053156633,1,20,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_12_1,76901.37473085144,2,20,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_13_0,716.7198029043581,1,21,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_13_1,12499.393811143458,2,21,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_14_0,534.2083241237153,1,22,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_14_1,11611.26997989514,2,22,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_15_0,17054.523584576233,1,23,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_15_1,334392.67028538353,2,23,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_16_0,1063.8137864199216,1,24,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_16_1,31579.395388625024,2,24,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_7_0,0.0017857496337890626,2,15,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_8_0,4936.3364164038685,1,16,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_8_1,113868.82931513528,2,16,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_9_0,11495.259285404962,1,17,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_9_1,137378.78264700703,2,17,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_10_0,3569.7021927803285,1,18,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_10_1,47184.06514207888,2,18,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_11_0,3098.3444488385467,1,19,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_11_1,49266.638962694786,2,19,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_12_0,5394.833425674118,1,20,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_12_1,77205.71935833471,2,20,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_13_0,847.2306174835193,1,21,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_13_1,12368.882996564902,2,21,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_14_0,660.7013849559272,1,22,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_14_1,11484.776919062968,2,22,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_15_0,16870.568052658018,1,23,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_15_1,334576.6258173017,2,23,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_16_0,1081.2830669205289,1,24,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_16_1,31561.92610812442,2,24,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_7_0,0.0017857496337890626,2,15,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_8_0,4758.213018193445,1,16,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_8_1,114046.9527133458,2,16,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_9_0,11096.988496814607,1,17,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_9_1,137777.0534355988,2,17,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_10_0,3897.3420520236573,1,18,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_10_1,46856.42528283503,2,18,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_11_0,3241.351776569112,1,19,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_11_1,49123.63163496528,2,19,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_12_0,5379.1447204342385,1,20,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_12_1,77221.40806357388,2,20,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_13_0,714.5137604428697,1,21,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_13_1,12501.599853604836,2,21,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_14_0,639.8288225162306,1,22,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_14_1,11505.649481502853,2,22,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_15_0,16233.49050644968,1,23,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_15_1,335213.7033635111,2,23,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_16_0,1052.2749952470065,1,24,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_16_1,31590.934179798012,2,24,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_7_0,0.0017857496337890626,2,15,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_8_0,4740.75820177816,1,16,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_8_1,114064.40752976121,2,16,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_9_0,11283.00965994056,1,17,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_9_1,137591.0322724718,2,17,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_10_0,4830.522306223287,1,18,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_10_1,45923.24502863666,2,18,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_11_0,3928.8785983279336,1,19,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_11_1,48436.10481320598,2,19,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_12_0,5908.59453759743,1,20,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_12_1,76691.95824641066,2,20,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_13_0,823.7297595451635,1,21,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_13_1,12392.383854502721,2,21,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_14_0,655.9802107283318,1,22,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_14_1,11489.498093290797,2,22,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_15_0,15691.655131342728,1,23,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_15_1,335755.53873861727,2,23,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_16_0,1028.1811832898543,1,24,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_16_1,31615.027991755036,2,24,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_7_0,0.0017857496337890626,2,15,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_8_0,4940.95783430385,1,16,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_8_1,113864.20789723513,2,16,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_9_0,11630.135323100834,1,17,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_9_1,137243.90660931193,2,17,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_10_0,3866.0037115554123,1,18,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_10_1,46887.763623303654,2,18,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_11_0,3138.858357701124,1,19,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_11_1,49226.12505383171,2,19,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_12_0,5427.9142017745735,1,20,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_12_1,77172.63858223414,2,20,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_13_0,880.2862812636662,1,21,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_13_1,12335.82733278457,2,21,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_14_0,675.6730945673784,1,22,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_14_1,11469.805209451719,2,22,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_15_0,17713.152410163133,1,23,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_15_1,333734.04145979724,2,23,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_16_0,1062.3633877476825,1,24,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_16_1,31580.845787297156,2,24,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_7_0,0.0017857496337890626,2,15,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_8_0,5235.541341646928,1,16,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_8_1,113569.62438989176,2,16,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_9_0,11596.929439547817,1,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_9_1,137277.11249286527,2,17,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_10_0,4883.5345929992245,1,18,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_10_1,45870.23274186033,2,18,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_11_0,3444.8107138656846,1,19,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_11_1,48920.17269766875,2,19,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_12_0,5722.374869095405,1,20,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_12_1,76878.17791491438,2,20,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_13_0,1142.8583391826758,1,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_13_1,12073.255274866013,2,21,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_14_0,807.8189126290852,1,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_14_1,11337.65939139016,2,22,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_15_0,17371.685518240432,1,23,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_15_1,334075.50835171895,2,23,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_16_0,1059.6188867227813,1,24,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_16_1,31583.59028832206,2,24,2011,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_7_0,0.0017857496337890626,2,15,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_8_0,5224.228710980566,1,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_8_1,113580.93702055828,2,16,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_9_0,10587.185431075299,1,17,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_9_1,138286.85650133723,2,17,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_10_0,3616.3047999285413,1,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_10_1,47137.462534931095,2,18,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_11_0,3246.4984922955077,1,19,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_11_1,49118.48491923939,2,19,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_12_0,5031.035663291575,1,20,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_12_1,77569.51712071657,2,20,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_13_0,864.7582580844048,1,21,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_13_1,12351.355355963613,2,21,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_14_0,640.6382001569781,1,22,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_14_1,11504.84010386203,2,22,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_15_0,16703.64721262757,1,23,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_15_1,334743.5466573325,2,23,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_16_0,1081.4823750101307,1,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_16_1,31561.726800034838,2,24,2012,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_7_0,0.0017857496337890626,2,15,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_8_0,5367.6710409932,1,16,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_8_1,113437.49469054595,2,16,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_9_0,10691.767574181942,1,17,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_9_1,138182.27435823047,2,17,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_10_0,3688.4976700338098,1,18,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_10_1,47065.2696648259,2,18,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_11_0,3385.5587211046313,1,19,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_11_1,48979.424690429005,2,19,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_12_0,4952.928311896044,1,20,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_12_1,77647.62447211218,2,20,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_13_0,692.7311160272818,1,21,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_13_1,12523.382498020612,2,21,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_14_0,521.1109132015332,1,22,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_14_1,11624.367390817302,2,22,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_15_0,16850.891815958195,1,23,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_15_1,334596.3020540016,2,23,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_16_0,1092.1720074084462,1,24,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_16_1,31551.037167636783,2,24,2013,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_7_0,0.0017857496337890626,2,15,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_8_0,5373.092936923864,1,16,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_8_1,113432.07279461577,2,16,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_9_0,11301.318471911032,1,17,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_9_1,137572.72346050118,2,17,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_10_0,3791.499142278597,1,18,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_10_1,46962.2681925814,2,18,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_11_0,3190.712815489958,1,19,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_11_1,49174.270596043585,2,19,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_12_0,5004.3351527329405,1,20,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_12_1,77596.2176312752,2,20,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_13_0,669.0766558487549,1,21,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_13_1,12547.036958198927,2,21,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_14_0,528.2329561012547,1,22,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_14_1,11617.245347917358,2,22,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_15_0,16021.811360571115,1,23,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_15_1,335425.382509389,2,23,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_16_0,1098.5412284235176,1,24,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_16_1,31544.667946621666,2,24,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_7_0,0.0017857496337890626,2,15,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_8_0,5267.0206987516085,1,16,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_8_1,113538.14503278647,2,16,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_9_0,11595.60168006237,1,17,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
