,CLASS_2000,CLASS_2010,CLASS_2012,CLASS_2014,CLASS_2016,CLASS_2018,CLASS_2020,LAT,LON,PESO_AMOS,bacia,classification_2000,classification_2010,classification_2012,classification_2014,classification_2016,classification_2018,classification_2020,latitude,longitude,coord_lat,refIBGE_2000,refIBGE_2010,refIBGE_2012,refIBGE_2014,refIBGE_2016,refIBGE_2018,refIBGE_2020
1183,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.03985055,-7.59480442,521380.65906195,745.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.594761653824289,-43.03976748238507,-43.03976748238507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,18.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.22337637,-8.014407489,659813.985346437,745.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-8.014364723036518,-43.22329329493069,-43.22329329493069,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1185,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.42226337,-7.636037092,521380.65906195,745.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.635994325365375,-43.42218029883475,-43.42218029883475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.05063034,-7.639271027,521380.65906195,745.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-7.639228260388205,-43.05054726579451,-43.05054726579451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.74862131,-7.818484926,521380.65906195,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.81844215957005,-43.74853824155538,-43.74853824155538,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1188,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.66561698,-7.987458031,521380.65906195,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.987415264512932,-43.66553390930274,-43.66553390930274,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1189,22.0,22.0,22.0,22.0,22.0,22.0,22.0,-44.07605723,-10.12832302,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.128280249626576,-44.075974162616944,-44.07597416261694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.07956066,-10.21105785,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.211015087293983,-44.07947759222501,-44.07947759222501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,15.0,15.0,15.0,15.0,15.0,15.0,15.0,-43.87743973,-10.00570298,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.005660213344262,-43.877356653298115,-43.87735665329811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-44.75410561,-10.32882699,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.328784221042053,-44.754022539070355,-44.75402253907036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-43.48343864,-7.41612951,521380.65906195,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.416086743812916,-43.4833555696833,-43.4833555696833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-43.48936752,-7.654632218,521380.65906195,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.6545894517466495,-43.489284450558486,-43.48928445055849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,3.0,15.0,15.0,15.0,15.0,15.0,15.0,-44.19463485,-9.961505868,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.961463101365581,-44.19455178012072,-44.19455178012072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.47760417,-10.02241164,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.022368877628884,-44.47752109461837,-44.47752109461837,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1197,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.08629803,-9.327654603,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.327611836890846,-44.086214956855905,-44.0862149568559,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1198,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.01191752,-10.20755442,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.207511657685918,-44.01183445133081,-44.01183445133081,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1199,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.98065615,-9.567504784,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.567462017750758,-43.98057307944345,-43.98057307944345,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1200,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.01164803,-9.224707672,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.22466490533075,-44.01156495674557,-44.01156495674557,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1201,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.77098936,-9.303669585,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.303626818804855,-43.77090629212996,-43.77090629212996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1202,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.22859117,-9.639998828,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.639956061179204,-44.22850809786044,-44.22850809786044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.83836301,-8.521596299,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.5215535324504,-43.838279938438916,-43.83827993843892,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1204,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.60605868,-7.807166153,521380.65906195,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.807123386990144,-43.60597560596561,-43.60597560596561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.67595218,-10.38838529,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.388342524379178,-44.67586910935196,-44.67586910935196,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1206,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.03751951,-9.939946301,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.939903534546712,-44.03743643692822,-44.03743643692822,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.02134983,-10.3827259,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.382683138089224,-44.02126676181407,-44.02126676181407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,4.0,4.0,4.0,4.0,4.0,15.0,15.0,-44.55791355,-10.46384377,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.463801008245218,-44.557830481018655,-44.55783048101866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.97284081,-9.261089441,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.26104667433759,-43.972757736471614,-43.97275773647161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.47194478,-9.871225182,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.87118241531157,-44.47186170832842,-44.47186170832842,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1211,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.48946193,-10.23692933,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.236886567476626,-44.489378856368745,-44.48937885636875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.05611464,-10.0994871,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.099444329006339,-44.05603156330949,-44.05603156330949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.2571576,-10.42827049,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.428227722994084,-44.25707452389544,-44.25707452389544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.89145344,-8.398706768,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.39866400158285,-43.89137037173038,-43.89137037173038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,4.0,4.0,15.0,15.0,15.0,15.0,15.0,-44.08360308,-9.918656229,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.918613462313079,-44.08352001100355,-44.08352001100355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.27871716,-9.780944496,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.780901729257558,-44.278634090714306,-44.27863409071431,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1217,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.48343864,-7.540905503,521380.65906195,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-7.540862736777118,-43.4833555696833,-43.4833555696833,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1218,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.78779243,-10.43312139,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.43307862552833,-44.78770936222484,-44.78770936222484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.50212817,-10.02268114,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.02263837221412,-44.502045101874835,-44.50204510187483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.28707149,-10.26253132,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.262488553074032,-44.286988422856616,-44.28698842285662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.54416933,-9.86933872,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.869295953214918,-44.54408625717163,-44.54408625717163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.12402727,-10.6169167,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.616873932659184,-44.12394419878893,-44.12394419878893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.69454731,-10.32694053,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.326897758945401,-44.694464235733236,-44.69446423573324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.41562041,-10.05151706,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.051474292834357,-44.415537340014126,-44.41553734001413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.99466987,-10.03777284,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.037730068987328,-43.99458679787571,-43.99458679787571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.01757691,-8.236471028,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.236428261270863,-44.01749383762076,-44.01749383762076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.28356807,-10.47489305,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.474850286239887,-44.28348499324856,-44.28348499324856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.60750056,-10.23746832,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.237425556647098,-44.607417484702054,-44.60741748470205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.10974406,-10.22722753,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.227184762408136,-44.10966098577143,-44.10966098577143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,4.0,4.0,4.0,15.0,15.0,15.0,15.0,-44.37492673,-9.990072294,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.990029527400582,-44.37484365764351,-44.37484365764351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.62276734,-8.076391244,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-8.076348477640765,-43.62268427025023,-43.62268427025023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1232,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.35902655,-9.930783485,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.930740718648693,-44.35894347711459,-44.35894347711459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.93780651,-9.930783485,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.930740718648693,-43.93772344039095,-43.93772344039095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.00895308,-9.928627528,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.928584761966807,-44.00887001089322,-44.00887001089322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.92810471,-9.743484748,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.743441981909772,-43.92802163532246,-43.92802163532246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.09869478,-9.48908186,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.489039093447124,-44.098611707776755,-44.09861170777675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.74808232,-9.101279152,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.101236385292728,-43.74799925238491,-43.74799925238491,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1238,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.06015705,-8.269888356,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.26984558984011,-44.06007398208803,-44.06007398208803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.34393485,-9.66425334,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.664210573850431,-44.34385178034139,-44.34385178034139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.80521518,-9.890898286,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.890855520033787,-43.805132104454906,-43.80513210445491,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1241,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.92648774,-9.374816156,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.374773389307121,-43.92640466781104,-43.92640466781104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.85911409,-9.251118141,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.251075374683863,-43.859031021502076,-43.85903102150208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.89172294,-8.394394855,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.394352088219076,-43.89163986631562,-43.89163986631562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.913552,-8.381728609,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.38168584271299,-43.91346892771972,-43.91346892771972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.7494298,-8.594359837,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.594317070464081,-43.749346725311085,-43.74934672531109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.35875705,-9.749952618,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.749909851955433,-44.35867398252936,-44.35867398252936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,18.0,18.0,18.0,18.0,18.0,18.0,18.0,-43.86180904,-8.408408573,659813.985346437,746.0,4.0,21.0,21.0,21.0,21.0,21.0,21.0,-8.40836580665134,-43.86172596735444,-43.86172596735444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,15.0,33.0,15.0,15.0,15.0,15.0,15.0,-44.21484695,-10.29244522,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.292402452035212,-44.21476387401341,-44.21476387401341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-43.75508918,-9.129576083,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.129533316742492,-43.75500611160104,-43.75500611160104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.87474478,-9.052770126,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.052727359950273,-43.87466170744576,-43.87466170744576,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1251,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.0329381,-9.54082482,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.540782053812409,-44.032855028979206,-44.03285502897921,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1252,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.84806482,-9.120413267,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.120370500844473,-43.84798174350741,-43.84798174350741,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1253,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.77799622,-9.301513629,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.301470862122969,-43.777913151346084,-43.77791315134608,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1254,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.35794857,-10.06768673,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.067643967948507,-44.35786549877365,-44.35786549877365,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1255,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.66642546,-8.710512003,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.710469236700735,-43.66634239305844,-43.66634239305844,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1256,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.51604749,-9.141972834,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.141930067663342,-43.515964414496835,-43.51596441449684,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1257,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.84968178,-9.223629693,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.223586926989805,-43.84959871101882,-43.84959871101882,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1258,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.05503666,-8.314893952,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.314851185574497,-44.054953584968544,-44.05495358496854,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1259,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.10354568,-9.507407492,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.507364725243162,-44.103462610311,-44.103462610311,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1260,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.31779388,-9.712492871,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.71245010460765,-44.317710805573505,-44.3177108055735,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1261,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.81572547,-9.254082582,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.254039815121457,-43.815642393279106,-43.81564239327911,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1262,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.88256012,-9.071095758,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.071052991746312,-43.8824770504176,-43.8824770504176,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1263,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.8785177,-9.068131318,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.068088551308717,-43.87843463163906,-43.87843463163906,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1264,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.44499532,-9.784986914,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.784944148036095,-44.44491224980483,-44.44491224980483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.32938214,-9.893593232,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.893550465886145,-44.32929907273865,-44.32929907273865,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1266,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.17091933,-10.08277843,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.082735664721715,-44.170836256619964,-44.17083625661996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1267,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-44.16040904,-9.599844134,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.599801367979062,-44.160325967795764,-44.16032596779576,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1268,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-43.69418341,-8.526716696,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.526673929569881,-43.69410033533774,-43.69410033533774,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1269,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.47302276,-10.49294919,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.49290642345069,-44.47293968666936,-44.47293968666936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.46466843,-10.55304648,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.553003715958285,-44.464585354527046,-44.46458535452705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.99601734,-8.190117959,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.190075192610296,-43.9959342708019,-43.9959342708019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.54120489,-10.00085208,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.000809310810016,-44.541121816734034,-44.54112181673403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.13911897,-10.19704414,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.19700136886172,-44.13903589556213,-44.13903589556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.08629803,-10.16820821,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.168165448241483,-44.086214956855905,-44.0862149568559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.96556445,-8.249406768,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-8.249364001362185,-43.96548138267024,-43.96548138267024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.91786391,-8.515936913,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-8.515894146160447,-43.9177808410835,-43.9177808410835,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1277,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.08306409,-10.43150442,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.431461658016914,-44.08298102183308,-44.08298102183308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.0480298,-9.952343052,659813.985346437,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-9.952300285467562,-44.04794672575242,-44.04794672575242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.46736337,-9.862062366,659813.985346437,746.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-9.86201959941355,-44.46728030037941,-44.46728030037941,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1280,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-44.22374027,-10.60101652,1062516.65157868,746.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-10.600973752130269,-44.22365719532619,-44.22365719532619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-43.81734243,-10.0693037,1062516.65157868,746.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,-10.069260935459923,-43.81725936079052,-43.81725936079052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
